applicant_id,age,mothly_income,investment_income,savings_account_balance,checking_account_balance,credit_card_balance,other_loans_balance,loan_amount_requested,installment,loan_date,loan_purpose,state,city,credit_score,loan_amount,interest_rate,loan_term,employment_status,employment_duration,marital_status,dependents,education_level,residential_status,years_at_residence,bank_account_age,previous_defaults,default
A2435,24,15387.38,4370.0,27639.35,27780.48,12266.56,27019.03,87807.37,655.3,2023-12-06,Education,CA,Garymouth,842.0,211781.18,0.0622,60,Self-Employed,12,Married,1,High School,Rented,29,15,2,0
A2436,50,10539.19,3731.53,14237.22,12160.25,19886.88,35066.14,22026.78,2227.04,2023-12-07,Car,NY,Lake Brittany,358.0,215525.99,0.165,36,Employed,8,Married,2,Bachelors,Mortgaged,19,13,2,1
A2437,40,12659.61,2484.39,12760.92,36873.9,17784.39,29127.0,57728.13,530.24,2023-12-08,Home,CA,Joyfurt,829.0,121285.47,0.1346,60,Self-Employed,3,Single,2,Bachelors,Owned,27,19,1,0
A2438,38,7523.25,2309.32,95904.02,44093.29,14113.8,35522.1,21156.57,2985.69,2023-12-09,Personal,NY,North Seanberg,592.0,402572.8,0.0765,12,Self-Employed,18,Married,4,Bachelors,Owned,27,9,2,1
A2439,36,19696.55,3198.01,37656.03,10544.22,15710.51,6863.06,55456.06,340.14,2023-12-10,Car,NY,North Crystaltown,932.0,245431.1,0.1631,36,Self-Employed,3,Married,1,High School,Rented,28,2,1,0
A2440,65,13846.0,2278.53,52708.86,8033.88,8337.05,75.8,37211.56,3179.3,2023-12-11,Home,IL,Pattersonchester,437.0,255058.38,0.1313,48,Employed,18,Single,0,PhD,Rented,12,7,2,0
A2441,36,2311.17,2288.9,73382.19,43767.86,5961.59,4651.6,36880.05,3565.37,2023-12-12,Personal,NY,New Elizabeth,578.0,96387.85,0.1111,36,Employed,5,Single,0,High School,Mortgaged,14,8,2,1
A2442,53,7542.51,81.53,4744.75,18063.6,7372.57,19002.99,63871.92,2897.23,2023-12-13,Home,FL,West Jenniferhaven,830.0,240381.62,0.1351,12,Employed,8,Married,3,High School,Rented,17,16,0,0
A2443,46,13031.32,870.32,24102.26,21729.18,1628.44,16446.66,25932.24,2400.5,2023-12-14,Education,NY,Lake Angelaport,668.0,221437.53,0.0817,36,Unemployed,12,Single,3,Masters,Owned,16,0,0,0
A2444,35,2542.17,2442.57,83214.78,11048.48,12675.9,43700.16,41021.7,397.88,2023-12-15,Personal,NY,East George,802.0,209942.22,0.156,60,Employed,7,Single,0,Bachelors,Rented,25,11,2,0
A2445,19,1941.86,4113.27,86199.06,21265.74,3497.3,4176.31,92600.63,155.63,2023-12-16,Education,FL,Garciaberg,596.0,225837.06,0.0702,24,Self-Employed,6,Single,1,PhD,Mortgaged,11,7,0,0
A2446,18,9825.45,1393.64,37295.09,11565.0,15257.56,22135.31,75781.12,1777.91,2023-12-17,Personal,TX,Bradleyfort,663.0,126801.11,0.1246,48,Employed,18,Single,0,High School,Owned,8,0,2,0
A2447,64,7654.77,2613.22,37486.16,33296.37,3799.53,47891.12,38945.06,3879.14,2023-12-18,Car,CA,Laramouth,509.0,398479.93,0.1735,12,Self-Employed,17,Single,2,High School,Mortgaged,0,17,1,1
A2448,22,9608.52,1724.81,75689.69,24943.82,4562.48,25145.19,23795.92,3271.66,2023-12-19,Education,CA,West Adrienneburgh,753.0,101644.76,0.1189,48,Employed,10,Married,3,PhD,Rented,12,3,2,0
A2449,37,6359.83,524.02,29507.02,39403.02,19146.11,6620.0,66242.15,713.88,2023-12-20,Education,CA,Robertside,759.0,271955.75,0.1163,36,Employed,15,Married,3,High School,Owned,8,18,2,0
A2450,28,4547.28,4791.49,11709.41,15636.41,2107.92,14563.36,80961.28,3470.9,2023-12-21,Personal,TX,Anthonyhaven,941.0,164610.93,0.1401,60,Employed,12,Married,2,High School,Owned,22,3,2,0
A2451,59,14249.15,4273.37,25753.55,25279.75,9976.85,31339.57,86215.7,2917.09,2023-12-22,Education,FL,Maysmouth,391.0,360900.8,0.0834,24,Employed,19,Single,3,Bachelors,Owned,26,8,2,0
A2452,19,11019.57,392.46,38734.47,12976.17,1253.73,599.47,56863.85,916.94,2023-12-23,Personal,CA,Gregoryview,765.0,347139.4,0.1981,24,Employed,4,Divorced,4,Bachelors,Rented,7,15,0,0
A2453,20,5202.85,3598.94,5220.47,46723.7,1807.82,48405.02,52163.19,3800.98,2023-12-24,Home,CA,Shelbyburgh,767.0,350666.65,0.1492,60,Employed,17,Married,1,Bachelors,Mortgaged,17,12,1,0
A2454,40,7412.4,1737.9,47868.03,26096.78,12670.01,28348.84,72244.6,4168.49,2023-12-25,Personal,NY,East Melanieland,323.0,443240.36,0.0871,36,Employed,13,Divorced,2,High School,Rented,14,5,0,0
A2455,29,12448.45,4974.25,74000.75,8673.12,12614.55,35206.96,18400.92,1239.53,2023-12-26,Car,TX,Kingmouth,888.0,391480.64,0.1378,60,Employed,11,Married,2,High School,Owned,21,15,0,0
A2456,37,2836.24,1511.99,51374.51,13638.28,3862.41,24948.06,85361.75,3215.84,2023-12-27,Car,CA,Wayneside,442.0,168170.93,0.1793,48,Employed,4,Single,1,Bachelors,Rented,4,4,0,1
A2457,22,4227.88,1193.69,7189.53,4145.1,17449.73,47896.21,8318.43,1952.85,2023-12-28,Personal,TX,Frazierfort,512.0,199836.63,0.1732,48,Employed,11,Married,0,High School,Owned,2,16,1,0
A2458,54,2855.04,2839.45,44014.96,1390.8,14043.74,29461.05,60698.67,386.46,2023-12-29,Personal,CA,Connorfurt,402.0,434356.77,0.1906,36,Self-Employed,0,Single,0,High School,Rented,24,14,1,0
A2459,55,16527.87,4175.63,70890.46,26296.09,6012.21,33099.18,59379.66,4320.63,2023-12-30,Car,CA,Stevenfurt,813.0,412744.03,0.0562,60,Employed,16,Married,3,Bachelors,Owned,23,12,0,0
A2460,47,15419.57,962.59,5809.67,16856.15,4967.73,43041.88,31759.53,4121.65,2023-12-31,Education,CA,New Michaelfurt,437.0,461017.7,0.0841,60,Self-Employed,0,Single,3,Masters,Owned,7,4,0,0
A2461,26,15436.29,3547.01,5984.72,48188.67,15085.71,43077.83,4510.82,1657.92,2024-01-01,Car,FL,Lake Charlesmouth,990.0,420124.03,0.1906,12,Employed,16,Married,3,Bachelors,Owned,21,7,0,0
A2462,51,14752.02,307.03,37060.14,8566.57,14672.48,1408.57,72067.63,2704.38,2024-01-02,Car,NY,New Amyton,784.0,69020.6,0.1408,24,Employed,16,Married,3,High School,Owned,25,14,1,0
A2463,61,13883.63,4594.67,19496.4,39695.63,2976.64,14165.04,3393.24,2610.61,2024-01-03,Home,FL,East Jonathanmouth,628.0,168473.31,0.1858,12,Self-Employed,2,Single,2,Bachelors,Mortgaged,15,0,1,1
A2464,52,10324.35,405.37,93478.08,15798.57,6983.76,12315.91,18781.56,969.55,2024-01-04,Personal,TX,New Jasonfurt,887.0,149811.62,0.0733,36,Employed,2,Divorced,4,Masters,Rented,19,11,1,0
A2465,69,13382.15,4571.16,58134.36,11176.87,4333.54,332.24,54879.45,813.8,2024-01-05,Car,NY,East Davidburgh,416.0,192596.73,0.1561,24,Employed,3,Married,4,Bachelors,Rented,19,1,2,0
A2466,39,2209.69,2454.04,28732.54,48481.84,5882.88,43839.13,94058.32,4236.91,2024-01-06,Education,IL,Cookberg,664.0,149707.82,0.1176,36,Employed,2,Single,0,Bachelors,Mortgaged,17,18,1,0
A2467,61,12997.09,2240.46,70477.67,40128.83,5751.28,15857.0,7527.42,4350.05,2024-01-07,Home,FL,West Danielland,575.0,393500.29,0.1406,60,Employed,8,Single,0,High School,Rented,18,7,0,0
A2468,41,15890.74,4866.54,37492.91,31531.04,19520.47,17347.64,58299.91,3653.38,2024-01-08,Home,NY,West Kyle,590.0,351898.4,0.1263,12,Employed,5,Single,4,High School,Rented,15,15,2,0
A2469,34,10756.63,4951.92,13211.56,34856.05,15004.23,4981.12,33560.41,456.55,2024-01-09,Home,CA,New Ritaton,393.0,103420.08,0.1543,36,Employed,7,Divorced,0,High School,Owned,24,10,2,0
A2470,27,8114.0,3250.89,23723.22,49569.07,15601.04,49486.06,67272.38,4554.8,2024-01-10,Personal,CA,Jenningsfurt,570.0,94014.93,0.0649,12,Unemployed,3,Married,4,Masters,Mortgaged,13,17,0,0
A2471,47,6632.39,635.6,64274.73,29660.37,5548.46,41312.56,95337.97,4905.69,2024-01-11,Car,FL,North Caroline,445.0,112905.49,0.1958,60,Employed,16,Divorced,0,High School,Rented,4,9,0,0
A2472,63,13391.84,2530.85,5187.61,5095.02,10.54,28593.12,27590.44,3900.51,2024-01-12,Personal,NY,Shannonton,782.0,160462.13,0.1168,36,Employed,7,Married,2,High School,Rented,17,5,2,0
A2473,40,14316.82,2645.82,27268.9,3243.31,1163.14,38596.52,95636.77,1831.72,2024-01-13,Home,FL,West Nicole,615.0,342922.31,0.1694,60,Self-Employed,8,Married,4,PhD,Rented,0,11,0,0
A2474,49,17612.9,2572.23,20831.15,33330.34,11060.0,38855.66,87192.0,2088.3,2024-01-14,Home,IL,Gabrielfort,309.0,187605.7,0.0334,36,Employed,9,Married,0,High School,Owned,12,16,1,0
A2475,34,7833.18,2847.46,20113.51,32880.06,5709.62,32836.57,61098.54,4361.22,2024-01-15,Home,TX,Willieburgh,342.0,214985.78,0.0558,60,Unemployed,1,Married,1,Bachelors,Owned,24,3,0,0
A2476,67,15740.79,93.62,68276.24,37408.69,3859.09,8700.56,76065.43,1472.91,2024-01-16,Car,FL,Michelleside,915.0,25817.72,0.0866,24,Unemployed,3,Married,0,High School,Owned,26,15,1,0
A2477,68,11885.08,3556.14,82581.69,5438.94,992.82,36015.74,86623.91,795.1,2024-01-17,Home,TX,Ashleytown,868.0,242659.75,0.1506,24,Employed,13,Married,3,Bachelors,Owned,9,12,0,0
A2478,34,17832.48,3561.97,71586.66,47245.11,17517.63,28480.87,80543.39,4131.74,2024-01-18,Car,NY,Irwinview,524.0,223585.29,0.0825,36,Employed,3,Single,3,Masters,Rented,9,5,1,0
A2479,31,11264.52,577.35,64572.78,27557.92,12002.55,36203.6,33344.06,1047.33,2024-01-19,Personal,IL,Spencerfort,508.0,343381.82,0.162,36,Employed,14,Married,1,Bachelors,Rented,2,11,2,0
A2480,26,11076.15,2851.2,91645.18,32477.78,2147.46,27172.66,81447.8,4545.77,2024-01-20,Education,FL,Ellisside,440.0,104811.54,0.0524,24,Employed,0,Married,0,High School,Owned,3,1,0,0
A2481,57,12190.73,2841.81,5839.24,1742.62,15328.08,47816.85,32038.37,3018.84,2024-01-21,Personal,NY,New Angela,786.0,362696.67,0.1055,36,Employed,6,Single,3,Bachelors,Owned,10,6,0,0
A2482,19,15362.33,3412.25,16748.31,48048.71,15116.51,31351.27,86840.85,2821.31,2024-01-22,Personal,FL,Paigemouth,318.0,360306.67,0.0843,12,Employed,19,Single,2,Masters,Owned,25,3,2,0
A2483,62,19346.77,426.99,41440.69,28129.59,5788.07,28684.02,26291.14,3901.17,2024-01-23,Car,CA,Caseyhaven,665.0,313089.94,0.0467,48,Unemployed,12,Single,3,High School,Owned,8,3,0,0
A2484,42,2860.92,3132.52,37245.16,28168.16,3768.54,42139.41,57653.83,180.68,2024-01-24,Personal,NY,New Danielle,338.0,182244.93,0.1533,48,Employed,0,Single,3,High School,Owned,15,17,1,0
A2485,56,2488.54,1403.76,41805.16,47177.77,16279.64,18961.83,69599.44,3596.34,2024-01-25,Education,IL,Jamesville,736.0,34050.69,0.1793,24,Self-Employed,7,Married,4,PhD,Rented,17,1,0,0
A2486,26,18844.68,2535.01,20645.49,46467.51,6591.29,15789.68,43153.33,3032.62,2024-01-26,Education,NY,South Kathrynfort,378.0,122172.89,0.1787,12,Employed,18,Married,2,Bachelors,Rented,0,9,0,0
A2487,39,11302.7,3866.62,14950.33,11014.93,16948.56,25158.44,78514.28,2666.53,2024-01-27,Education,IL,Port Michaelfurt,,465425.75,0.0752,48,Self-Employed,1,Married,0,Bachelors,Owned,26,6,0,0
A2488,60,12875.71,3528.23,50919.32,46554.94,873.03,29223.38,92610.23,1164.9,2024-01-28,Personal,CA,New Jonathan,396.0,440222.1,0.1944,60,Employed,5,Married,2,High School,Owned,23,14,1,0
A2489,63,10424.84,594.52,92805.25,36831.06,9985.78,11024.11,19439.06,4164.23,2024-01-29,Home,CA,East Elizabeth,503.0,102608.05,0.1661,12,Employed,4,Married,2,Bachelors,Rented,29,2,1,0
A2490,21,3232.66,2955.92,39196.95,945.04,3591.91,34114.08,4310.82,1328.19,2024-01-30,Car,TX,Annaburgh,699.0,164040.34,0.0706,12,Self-Employed,0,Married,2,Bachelors,Owned,29,0,1,0
A2491,43,15709.65,4845.58,4335.32,11992.16,13440.9,40118.73,63025.13,2499.89,2024-01-31,Car,TX,South Amanda,705.0,9893.33,0.1791,24,Employed,4,Married,1,Bachelors,Rented,8,14,0,0
A2492,46,15323.66,783.85,70616.73,20649.01,19944.28,28865.99,60616.5,874.59,2024-02-01,Home,CA,Jacksonstad,508.0,158696.68,0.0625,48,Employed,6,Married,4,Masters,Rented,8,9,0,0
A2493,62,7266.51,4264.54,29110.49,29141.12,8250.22,26148.18,34789.14,4871.18,2024-02-02,Car,CA,Lake Sarah,485.0,401293.07,0.0552,60,Employed,0,Married,1,Bachelors,Mortgaged,15,6,0,0
A2494,51,7165.43,3512.74,24509.5,35066.49,2006.21,14732.11,78760.83,1053.21,2024-02-03,Personal,TX,Kellyborough,987.0,287732.58,0.1796,36,Employed,12,Divorced,2,Masters,Owned,10,16,1,1
A2495,40,17000.07,3870.02,32425.8,10510.52,6353.46,45479.15,82788.11,4035.77,2024-02-04,Home,TX,Jamesport,858.0,435101.49,0.1872,36,Employed,18,Single,2,Masters,Owned,24,13,0,0
A2496,54,2838.61,1409.79,72381.55,41835.03,17830.13,37724.99,33866.58,1389.09,2024-02-05,Home,TX,North Cynthiaport,958.0,480937.41,0.1069,24,Employed,6,Married,1,Masters,Owned,1,19,2,0
A2497,28,17800.45,1439.44,81881.94,42285.77,15315.22,24014.34,68544.98,1354.61,2024-02-06,Personal,NY,Jerryville,418.0,114498.13,0.1411,12,Employed,17,Single,0,High School,Owned,23,8,0,0
A2498,23,6248.24,4530.1,58805.61,31749.94,4644.23,32955.35,64560.48,2166.38,2024-02-07,Personal,CA,Candiceport,619.0,279586.46,0.0844,60,Self-Employed,13,Married,1,Bachelors,Rented,26,7,0,0
A2499,35,12470.22,1799.16,32247.88,46054.7,19071.97,16843.97,34921.77,4244.65,2024-02-08,Car,FL,Petersonport,877.0,378800.33,0.1601,36,Employed,15,Married,3,High School,Owned,11,14,2,0
A2500,38,18815.89,315.08,31047.82,40649.12,12443.76,2990.87,96945.68,3469.03,2024-02-09,Personal,IL,South Zacharymouth,810.0,312717.43,0.1723,36,Self-Employed,12,Single,3,Bachelors,Owned,24,16,2,0
A2501,59,14045.27,3002.98,12430.83,11081.18,3360.99,10196.38,35293.82,4371.01,2024-02-10,Education,IL,New Angelamouth,315.0,133829.12,0.0641,24,Unemployed,14,Divorced,0,High School,Owned,4,19,0,0
A2502,53,9166.95,624.09,93330.1,39933.84,11446.44,3974.41,62408.12,331.34,2024-02-11,Education,IL,West Kennethstad,704.0,488694.5,0.1478,12,Employed,8,Married,4,Bachelors,Rented,12,2,2,0
A2503,58,14256.38,3982.98,63813.94,47660.1,9025.54,25408.78,38632.51,4782.89,2024-02-12,Personal,IL,Kingstad,322.0,338812.71,0.1808,36,Employed,8,Single,4,High School,Owned,12,5,2,1
A2504,55,7863.62,3208.73,2697.46,6880.32,16393.95,31103.18,2171.47,477.97,2024-02-13,Education,TX,Lake Calebland,770.0,10027.22,0.1605,60,Employed,19,Married,4,Bachelors,Rented,21,15,2,0
A2505,51,6629.28,4373.63,66236.71,48934.89,6883.2,19022.31,10072.21,3633.22,2024-02-14,Home,TX,Holmesside,383.0,260536.44,0.1648,36,Employed,19,Married,4,Bachelors,Owned,29,11,2,0
A2506,34,19938.64,3924.19,44715.34,1249.64,17499.57,26507.71,23999.32,1115.15,2024-02-15,Education,CA,Youngbury,650.0,87135.75,0.0691,24,Employed,15,Single,3,Masters,Rented,3,5,1,0
A2507,54,15389.62,560.57,97255.8,26108.36,16239.41,4271.74,81404.65,4220.14,2024-02-16,Home,TX,Jeremiahburgh,,362946.15,0.1704,48,Employed,7,Married,2,High School,Owned,26,10,2,0
A2508,42,13427.32,1905.35,81906.88,38694.66,13492.07,38497.92,44764.42,4325.57,2024-02-17,Home,IL,Robinland,930.0,37211.62,0.1164,36,Employed,14,Married,2,Bachelors,Owned,22,14,0,0
A2509,55,8072.86,3872.8,17131.58,39521.91,5172.14,1639.1,59273.74,2801.12,2024-02-18,Education,NY,East Jameston,867.0,173627.37,0.032,24,Employed,18,Married,0,High School,Owned,13,18,1,0
A2510,29,2409.48,2086.71,72011.11,36733.63,19406.59,31721.28,94441.8,2074.07,2024-02-19,Personal,NY,Dannyshire,505.0,160183.02,0.1435,36,Employed,19,Married,1,Masters,Rented,20,6,2,0
A2511,40,2074.55,4861.83,48556.6,26467.57,10973.34,21667.33,15555.35,3987.52,2024-02-20,Education,FL,Lake Matthew,689.0,446281.3,0.1619,12,Employed,15,Divorced,3,High School,Rented,7,18,2,0
A2512,59,11752.35,3678.7,18704.52,32548.22,18150.28,9190.19,86320.12,4382.75,2024-02-21,Home,CA,Stricklandmouth,,437435.69,0.1629,24,Employed,8,Single,4,Masters,Owned,23,7,1,0
A2513,39,15597.61,77.5,69873.99,34996.61,4314.6,26152.79,38544.36,3717.47,2024-02-22,Personal,NY,Allenbury,663.0,412553.1,0.1886,48,Employed,4,Married,4,Bachelors,Rented,8,3,0,0
A2514,38,11441.52,4399.93,54738.76,24726.96,19667.57,39047.41,34410.52,4543.89,2024-02-23,Home,NY,Marymouth,965.0,374402.23,0.0446,36,Employed,6,Divorced,3,Bachelors,Owned,14,18,0,0
A2515,44,17054.52,504.02,3037.39,29784.25,16321.18,20676.12,62927.3,3170.0,2024-02-24,Education,NY,Maddoxmouth,747.0,477471.5,0.0619,36,Employed,13,Single,0,High School,Owned,6,2,0,0
A2516,48,2118.39,702.62,64658.8,42318.4,18984.54,18385.45,89965.22,3385.31,2024-02-25,Car,IL,Simpsonside,556.0,99631.86,0.1875,12,Unemployed,19,Married,1,Masters,Owned,5,10,0,0
A2517,23,8284.91,3672.46,63498.71,15643.95,4247.31,7123.02,35505.06,2902.12,2024-02-26,Personal,IL,Williamsville,898.0,410874.02,0.1576,24,Unemployed,16,Single,2,Bachelors,Rented,16,16,0,0
A2518,44,5885.8,4324.84,14408.52,26160.32,8613.16,29728.8,76379.42,2491.99,2024-02-27,Home,FL,South William,814.0,338357.28,0.1009,24,Self-Employed,6,Single,4,High School,Owned,8,17,1,0
A2519,57,9774.55,2681.75,34898.77,423.99,1952.68,41400.69,2904.97,3308.82,2024-02-28,Personal,TX,Lake Jessicachester,968.0,352203.92,0.0535,36,Employed,16,Married,3,High School,Rented,1,3,1,0
A2520,51,2838.96,1445.25,58589.9,34371.82,2739.39,28067.08,62687.06,2849.66,2024-02-29,Home,TX,Lake Normanburgh,321.0,216297.96,0.1723,36,Employed,9,Married,0,Bachelors,Rented,15,14,2,0
A2521,29,19151.44,1756.58,13878.3,9769.27,5679.17,8254.38,63425.31,3683.08,2024-03-01,Education,TX,Rowlandville,825.0,327851.23,0.0828,48,Employed,7,Married,2,Masters,Rented,14,5,2,0
A2522,62,5630.22,1714.45,85272.34,24050.06,19032.51,33061.39,56049.99,4677.75,2024-03-02,Education,NY,West Kimberlychester,868.0,122518.68,0.1718,36,Self-Employed,5,Married,2,Bachelors,Rented,20,0,2,0
A2523,24,18562.69,1633.39,2748.6,10510.26,13343.83,1507.09,93844.44,1927.93,2024-03-03,Education,TX,East Paulchester,490.0,267458.33,0.1247,24,Self-Employed,1,Married,1,Bachelors,Rented,10,5,0,0
A2524,27,9379.02,1214.55,10283.74,1176.69,6292.65,41902.7,93920.54,2114.73,2024-03-04,Home,TX,Yatesstad,887.0,485493.63,0.1213,24,Employed,19,Married,2,High School,Rented,2,15,0,0
A2525,62,19732.2,3044.34,11610.69,24161.03,19091.47,46074.76,34864.03,173.66,2024-03-05,Education,IL,Thompsonton,984.0,343950.11,0.1324,48,Employed,19,Single,4,Bachelors,Owned,22,4,1,1
A2526,34,11750.08,4502.03,52810.71,21241.68,14794.63,29851.82,46180.06,2682.47,2024-03-06,Car,IL,Sarahburgh,459.0,339348.13,0.1014,36,Employed,8,Married,0,Bachelors,Rented,15,14,1,0
A2527,43,18720.41,1535.41,62011.4,21257.48,18139.58,44089.0,79445.18,743.86,2024-03-07,Car,TX,West Melissafort,431.0,121485.31,0.0487,60,Employed,18,Single,0,Bachelors,Rented,1,4,1,0
A2528,38,1598.96,933.47,40374.08,10440.31,18544.42,4225.28,84547.23,3608.4,2024-03-08,Education,IL,Thomasstad,676.0,421203.17,0.1296,12,Self-Employed,2,Single,4,Masters,Rented,0,19,1,0
A2529,45,15342.42,4192.89,28866.68,47360.23,15015.39,11417.22,42378.91,3919.98,2024-03-09,Home,IL,Kathleentown,337.0,462070.63,0.1017,60,Employed,0,Married,1,High School,Rented,9,2,2,0
A2530,63,18206.44,3708.92,80931.74,175.36,4862.67,15863.03,35553.63,3641.43,2024-03-10,Education,NY,North Zacharymouth,961.0,58632.7,0.1081,24,Employed,7,Divorced,3,Masters,Mortgaged,8,2,0,1
A2531,19,4084.83,4654.19,6828.6,44577.27,19931.78,38658.34,82241.04,2778.56,2024-03-11,Education,FL,East Shawnview,594.0,228957.14,0.132,36,Employed,5,Married,1,Masters,Owned,29,1,0,1
A2532,60,3278.33,827.6,28029.19,36845.1,6501.82,24211.99,38310.08,2717.66,2024-03-12,Home,IL,Lauriechester,672.0,334595.32,0.0541,48,Unemployed,12,Married,1,Masters,Rented,11,12,1,0
A2533,18,9354.59,721.26,3911.56,8603.6,13434.11,17417.37,41117.99,3268.11,2024-03-13,Car,FL,Juliebury,831.0,442338.49,0.0707,36,Employed,13,Married,2,PhD,Rented,28,4,2,0
A2534,68,18773.06,2707.15,1389.01,23609.6,16896.23,7903.48,14417.51,2818.03,2024-03-14,Car,CA,New Davidland,819.0,270766.26,0.0788,48,Employed,15,Married,1,PhD,Owned,25,1,1,0
A2535,53,11534.15,3072.17,35337.99,49442.5,3503.02,40532.15,54751.96,3776.43,2024-03-15,Home,TX,Lake Amy,582.0,212938.27,0.0941,48,Employed,10,Divorced,0,High School,Rented,5,11,2,0
A2536,68,11257.94,2400.87,19482.37,32184.91,12180.83,1026.17,33318.36,4483.19,2024-03-16,Education,FL,South Tiffany,963.0,24427.84,0.0466,48,Employed,17,Single,3,Bachelors,Rented,0,12,2,0
A2537,43,4110.83,2994.83,26836.59,6368.84,7503.46,16863.52,59470.07,2727.03,2024-03-17,Education,FL,Lake Sarah,902.0,277949.51,0.0566,24,Employed,11,Single,1,PhD,Owned,20,8,1,0
A2538,46,1514.61,901.9,82094.72,22882.11,4885.78,12138.78,45372.7,640.67,2024-03-18,Home,CA,West Michelleville,895.0,168008.33,0.0734,36,Employed,3,Married,4,Masters,Rented,19,8,0,0
A2539,38,16487.59,2398.07,16298.01,23410.15,235.44,6450.52,75065.51,742.06,2024-03-19,Car,TX,New Monicahaven,405.0,496600.09,0.1481,48,Self-Employed,19,Married,3,Masters,Owned,28,9,2,0
A2540,28,3120.13,3290.46,78023.34,40113.17,17439.48,8602.07,28499.51,1942.0,2024-03-20,Home,TX,Lorimouth,876.0,301061.2,0.144,24,Employed,4,Married,2,PhD,Rented,10,17,2,0
A2541,57,13226.22,2163.53,67505.06,45808.15,2717.63,24689.85,18027.96,2531.83,2024-03-21,Personal,TX,Lake Tracy,797.0,111223.8,0.0316,36,Unemployed,6,Single,0,PhD,Owned,2,10,1,0
A2542,28,18420.4,3397.24,32644.55,4112.08,17562.34,21302.82,70593.02,1202.75,2024-03-22,Home,IL,Marymouth,516.0,496342.76,0.042,36,Self-Employed,7,Married,3,Masters,Mortgaged,29,2,0,0
A2543,53,5360.06,2255.96,54655.61,15701.86,12013.81,25918.46,39028.59,2318.48,2024-03-23,Car,NY,New Sharonville,375.0,297561.41,0.1148,24,Employed,13,Single,4,High School,Owned,22,15,2,1
A2544,66,13807.55,1668.0,44443.56,14921.91,12421.11,36381.02,56796.75,765.1,2024-03-24,Home,NY,Youngchester,693.0,385793.89,0.1023,12,Employed,18,Single,1,Masters,Owned,16,2,2,0
A2545,56,2955.92,1518.03,12839.53,49802.41,16573.04,44616.44,94165.8,1280.07,2024-03-25,Personal,IL,Evansside,360.0,484658.61,0.08,24,Self-Employed,0,Single,4,Bachelors,Rented,10,4,2,0
A2546,57,12669.47,2054.51,90718.53,27961.36,10188.82,5923.1,48925.28,3696.4,2024-03-26,Education,TX,Lake Gabrielfurt,892.0,376497.7,0.1151,24,Employed,1,Married,0,Masters,Owned,3,17,2,0
A2547,52,4532.74,115.45,56961.8,43991.57,7145.69,4133.89,16086.82,4929.29,2024-03-27,Education,CA,Shaneborough,753.0,471970.52,0.064,60,Self-Employed,12,Married,3,Bachelors,Rented,6,8,0,0
A2548,51,15115.14,3342.63,88024.0,21301.64,2776.13,16017.73,43243.65,1012.4,2024-03-28,Personal,IL,North Jennifer,426.0,184206.6,0.053,48,Employed,6,Divorced,4,Bachelors,Owned,12,15,1,0
A2549,64,7072.78,4225.53,82382.65,36136.16,11408.31,27315.06,48374.57,1761.57,2024-03-29,Personal,IL,South Calebshire,697.0,30515.67,0.0418,48,Employed,8,Single,0,Bachelors,Rented,7,10,1,0
A2550,41,10072.73,1773.14,7977.59,14329.28,11063.34,4994.37,76831.86,1818.36,2024-03-30,Home,FL,Port Vanessa,509.0,482158.31,0.0422,24,Unemployed,19,Married,3,Bachelors,Rented,24,12,1,0
A2551,39,12589.47,230.17,20727.07,45589.3,5877.93,35798.59,20323.64,1194.3,2024-03-31,Home,IL,Dunnborough,782.0,276128.18,0.0636,48,Unemployed,16,Married,3,High School,Owned,22,13,0,0
A2552,22,4668.56,4933.88,14526.11,22757.31,12001.14,27804.71,35343.27,1099.88,2024-04-01,Car,TX,Port Joeborough,389.0,386799.91,0.1645,24,Self-Employed,10,Divorced,3,Masters,Owned,15,3,2,0
A2553,50,15220.3,1318.49,83077.95,40186.27,8787.34,37423.07,5952.8,745.3,2024-04-02,Home,IL,Angelicaberg,882.0,277946.75,0.1664,24,Unemployed,8,Married,4,Bachelors,Mortgaged,21,16,2,0
A2554,53,7098.85,633.11,86244.66,12790.84,16110.6,17895.69,70495.82,4546.82,2024-04-03,Personal,NY,Ruizland,789.0,381717.55,0.1851,36,Unemployed,3,Married,0,Bachelors,Rented,8,10,1,0
A2555,64,13753.88,1848.76,52797.15,34680.22,11189.73,20054.83,74649.3,3281.92,2024-04-04,Education,NY,North Steven,439.0,34521.39,0.1424,12,Unemployed,7,Married,3,High School,Owned,20,19,1,0
A2556,37,4428.24,3692.79,10417.81,20257.92,18673.57,40378.58,46261.95,1523.29,2024-04-05,Car,IL,Christopherton,627.0,38077.62,0.0939,36,Employed,17,Married,2,Bachelors,Owned,14,3,0,0
A2557,36,14230.18,1469.58,13561.66,1571.97,10359.66,13350.47,54288.6,1364.66,2024-04-06,Personal,CA,Davisfort,952.0,460302.48,0.0519,12,Employed,9,Single,1,Bachelors,Rented,16,2,1,0
A2558,52,3871.48,2873.52,81354.88,20650.41,17749.91,19070.85,75231.57,2989.64,2024-04-07,Home,FL,South Susanfurt,495.0,220703.97,0.0672,24,Employed,18,Married,4,Masters,Owned,7,11,2,0
A2559,69,9369.1,2077.8,92919.01,27501.08,10410.5,674.65,27561.84,3516.39,2024-04-08,Personal,IL,Kingchester,569.0,153934.18,0.1047,24,Employed,16,Married,2,Bachelors,Rented,1,2,2,1
